time,winChips,tableChips,amIFold,myChips,myHand,enemyHands
2018-07-20 11:25:17,0,1120,True,7660,High Card,"High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 11:25:59,550,550,False,4230,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=True, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 11:26:28,1840,1840,False,5430,Two Pair,"Two Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 11:26:56,0,1920,True,4950,Pair,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 11:27:16,0,1430,True,4630,Pair,"High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=True, Pair:isFold=False;isAllIn=False"
2018-07-20 11:27:43,2560,2560,False,5910,Two Pair,"Two Pair:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:28:13,5760,5760,False,9750,Pair,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 11:28:43,0,110,True,3000,Two Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:29:20,250,250,False,3170,High Card,"Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 11:30:03,0,3200,True,3130,High Card,"Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Flush:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False"
2018-07-20 11:30:34,0,160,True,3110,Two Pair,"Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 11:31:29,0,1400,False,2690,High Card,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:32:05,0,250,True,2610,Two Pair,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 11:32:47,0,5820,False,0,Pair,"Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Full House:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False"
2018-07-20 11:44:25,0,3330,True,3000,Three of a Kind,"Three of a Kind:isFold=True;isAllIn=False, Four of a kind:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Full House:isFold=False;isAllIn=True, Three of a Kind:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False"
2018-07-20 11:45:09,0,360,True,3000,Two Pair,"Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:46:01,0,760,True,2800,Two Pair,"Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 11:47:01,0,740,True,2780,Pair,"Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:58:55,920,920,False,920,Pair,"Straight:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=True, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 11:59:22,3090,3090,False,3090,Pair,"Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 11:59:48,6180,6180,False,6180,Two Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:01:17,0,200,False,0,,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:02:04,0,3230,True,6120,Two Pair,"Full House:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:02:41,0,210,True,6120,Three of a Kind,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:03:25,0,3390,True,6100,High Card,"Straight:isFold=False;isAllIn=True, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:04:06,0,350,True,6090,Pair,"High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:04:46,0,720,True,6090,Two Pair,"Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:05:30,0,2990,True,6090,High Card,"Straight:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Straight:isFold=False;isAllIn=True, Straight:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:06:24,0,780,True,6090,Pair,"Pair:isFold=False;isAllIn=False, High Card:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:07:05,0,540,True,6090,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Flush:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:07:46,0,3730,True,6050,High Card,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Flush:isFold=False;isAllIn=True, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:08:22,0,420,True,6050,Two Pair,"Two Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Flush:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:08:59,0,380,True,6010,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:09:30,0,180,True,5990,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:10:09,0,720,True,5990,Pair,"Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:10:43,0,3800,True,5910,Three of a Kind,"Straight:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:11:35,1880,1880,False,7310,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:12:18,0,920,True,7150,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False"
2018-07-20 12:12:56,0,480,True,7150,High Card,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:13:38,0,1160,True,7070,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Straight:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:14:13,7350,7350,False,7350,High Card,"High Card:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Flush:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Straight:isFold=True;isAllIn=False"
2018-07-20 12:14:45,0,140,True,2980,Two Pair,"Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:15:13,0,270,True,2970,Pair,"Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:15:39,0,85,True,2950,Straight,"Straight:isFold=False;isAllIn=False, Straight:isFold=True;isAllIn=False, Straight:isFold=False;isAllIn=False, Straight:isFold=True;isAllIn=False"
2018-07-20 12:16:12,0,300,True,2890,Pair,"Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:16:43,0,260,True,2890,Pair,"High Card:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:17:10,500,500,False,3190,Full House,"Three of a Kind:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False, Full House:isFold=True;isAllIn=False"
2018-07-20 12:17:36,0,420,True,3170,Two Pair,"Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:18:04,0,3550,True,3090,High Card,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Flush:isFold=True;isAllIn=False, Three of a Kind:isFold=False;isAllIn=True"
2018-07-20 12:18:34,0,460,True,3050,High Card,"Flush:isFold=True;isAllIn=False, Flush:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:19:01,0,240,True,3050,Two Pair,"Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:19:32,0,1200,True,2970,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:20:04,0,1160,True,2930,High Card,"High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:20:37,0,1760,True,2770,Straight,"Pair:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:21:07,0,3230,True,2690,Pair,"Pair:isFold=False;isAllIn=True, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:21:42,0,5670,True,2690,Flush,"Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Flush:isFold=True;isAllIn=False, Flush:isFold=False;isAllIn=True"
2018-07-20 12:22:06,0,1120,True,2530,Two Pair,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:22:36,0,2320,True,2450,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:23:08,0,2240,True,2450,Two Pair,"High Card:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:23:34,0,7410,False,0,Pair,"Two Pair:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:24:53,0,1220,True,3000,Three of a Kind,"Full House:isFold=False;isAllIn=False, Full House:isFold=True;isAllIn=False, Four of a kind:isFold=False;isAllIn=False, Three of a Kind:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False"
2018-07-20 12:25:18,40,40,False,40,Full House,"Pair:isFold=True;isAllIn=False, Four of a kind:isFold=False;isAllIn=True, Two Pair:isFold=False;isAllIn=True, Straight:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:26:04,0,4240,True,20,High Card,"Three of a Kind:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=True, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:26:38,0,830,True,10,Pair,"Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:26:57,0,50,True,10,High Card,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False"
2018-07-20 12:27:22,0,90,True,10,High Card,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:27:53,0,240,True,10,High Card,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:28:22,30,30,False,30,Full House,"Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:28:44,0,110,False,0,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Straight:isFold=False;isAllIn=False"
2018-07-20 12:38:58,0,40,True,3000,Three of a Kind,"Three of a Kind:isFold=True;isAllIn=False, Three of a Kind:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False, Three of a Kind:isFold=False;isAllIn=False"
2018-07-20 12:39:26,0,260,True,3000,Pair,"Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Straight:isFold=True;isAllIn=False"
2018-07-20 12:40:04,0,320,True,2960,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:40:35,0,280,True,2940,Pair,"Straight:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Straight:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:41:11,0,1230,True,2930,High Card,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:41:38,0,440,True,2850,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:42:00,0,360,True,2730,High Card,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Flush:isFold=True;isAllIn=False"
2018-07-20 12:42:27,0,200,True,2730,Pair,"Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:43:02,0,920,True,2530,High Card,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:43:28,0,180,True,2510,Pair,"Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:44:04,0,4720,True,2430,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 12:44:38,0,1120,True,2430,Pair,"High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False"
2018-07-20 12:45:10,0,960,True,2430,Full House,"Two Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:45:49,880,880,False,2830,Pair,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:46:09,5900,5900,False,5900,Straight,"Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False, Three of a Kind:isFold=True;isAllIn=True"
2018-07-20 12:46:32,7260,7260,False,7260,Full House,"Two Pair:isFold=True;isAllIn=False, Full House:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False"
2018-07-20 12:46:53,0,960,True,7100,Full House,"Full House:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False"
2018-07-20 12:47:08,0,560,True,7020,Two Pair,"Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:47:21,0,480,True,7020,Pair,"Three of a Kind:isFold=True;isAllIn=False, Three of a Kind:isFold=False;isAllIn=False"
2018-07-20 12:47:46,0,2880,True,6700,High Card,"Pair:isFold=False;isAllIn=False, High Card:isFold=False;isAllIn=False"
2018-07-20 12:48:05,0,2420,True,5740,High Card,"Pair:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=True"
2018-07-20 12:48:37,0,190,True,3000,Two Pair,"Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:49:14,0,6250,False,0,Pair,"High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Two Pair:isFold=False;isAllIn=True"
2018-07-20 12:58:19,0,3060,True,2980,Pair,"Full House:isFold=False;isAllIn=True, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:58:52,0,410,True,2970,Pair,"Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False"
2018-07-20 12:59:14,0,130,True,2970,High Card,"Pair:isFold=False;isAllIn=False, High Card:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 12:59:49,0,360,True,2950,Pair,"Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 13:00:14,5810,5810,False,5810,Pair,"High Card:isFold=True;isAllIn=False, Pair:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=True, High Card:isFold=True;isAllIn=False"
2018-07-20 13:00:40,0,470,True,5790,Three of a Kind,"Full House:isFold=False;isAllIn=False, Full House:isFold=False;isAllIn=False, Three of a Kind:isFold=True;isAllIn=False"
2018-07-20 13:01:02,0,400,True,5670,Pair,"Straight:isFold=True;isAllIn=False, High Card:isFold=True;isAllIn=False, Pair:isFold=False;isAllIn=False"
2018-07-20 13:01:29,0,560,True,5670,Pair,"Two Pair:isFold=False;isAllIn=False, Two Pair:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 13:01:59,0,2080,True,5030,Pair,"High Card:isFold=False;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=True;isAllIn=False"
2018-07-20 13:02:29,0,3480,True,4990,High Card,"Pair:isFold=True;isAllIn=False, High Card:isFold=False;isAllIn=False, Pair:isFold=False;isAllIn=False"
